chromosome	window_start	window_end	mean_depth
NC_060185.1	12300001	12400000	10.1195
NC_060185.1	12400001	12500000	7.29396
NC_060185.1	12500001	12600000	12.9171
NC_060185.1	12600001	12700000	14.1163
NC_060185.1	12700001	12800000	12.993
NC_060185.1	12800001	12900000	13.2887
NC_060185.1	12900001	13000000	11.9707
NC_060185.1	13000001	13100000	13.6075
NC_060185.1	13100001	13200000	14.5148
NC_060185.1	13200001	13300000	6.99354
NC_060185.1	13300001	13400000	10.8199
NC_060185.1	13400001	13500000	10.8919
NC_060185.1	13500001	13600000	11.6385
NC_060185.1	13600001	13700000	12.4349
NC_060185.1	13700001	13800000	9.57794
NC_060185.1	13800001	13900000	12.1132
NC_060185.1	13900001	14000000	10.265
NC_060185.1	14000001	14100000	10.1563
NC_060185.1	14100001	14200000	10.9739
NC_060185.1	14200001	14300000	10.1659
NC_060185.1	14300001	14400000	13.8945
NC_060185.1	14400001	14500000	12.8204
NC_060185.1	14500001	14600000	11.7557
NC_060185.1	14600001	14700000	12.3227
NC_060185.1	14700001	14800000	11.6038
NC_060185.1	14800001	14900000	12.4811
NC_060185.1	14900001	15000000	13.8687
NC_060185.1	15000001	15100000	11.6485
NC_060185.1	15100001	15200000	8.4605
NC_060185.1	15200001	15300000	7.78285
NC_060185.1	15300001	15400000	8.89412
NC_060185.1	15400001	15500000	11.0723
NC_060185.1	15500001	15600000	11.2416
NC_060185.1	15600001	15700000	10.6553
NC_060185.1	15700001	15800000	10.2082
NC_060185.1	15800001	15900000	9.16388
NC_060185.1	15900001	16000000	13.438
NC_060185.1	16000001	16100000	9.03239
NC_060185.1	16100001	16200000	8.63131
NC_060185.1	16200001	16300000	9.72693
NC_060185.1	16300001	16400000	11.6245
NC_060185.1	16400001	16500000	14.792
NC_060185.1	16500001	16600000	10.902
NC_060185.1	16600001	16700000	10.5725
NC_060185.1	16700001	16800000	9.44444
NC_060185.1	16800001	16900000	10.9295
NC_060185.1	16900001	17000000	10.8271
NC_060185.1	17000001	17100000	5.41123
NC_060185.1	17100001	17200000	8.06617
NC_060185.1	17200001	17300000	6.80421
NC_060185.1	17300001	17400000	4.08123
NC_060185.1	17400001	17500000	4.98554
NC_060185.1	17500001	17600000	11.3542
NC_060185.1	17600001	17700000	6.41164
NC_060185.1	17700001	17800000	9.69424
NC_060185.1	17800001	17900000	11.8521
NC_060185.1	17900001	18000000	13.0442
NC_060185.1	18000001	18100000	8.70727
NC_060185.1	18100001	18200000	10.661
NC_060185.1	18200001	18300000	11.8659
NC_060185.1	18300001	18400000	11.9319
NC_060185.1	18400001	18500000	7.49244
NC_060185.1	18500001	18600000	9.73752
NC_060185.1	18600001	18700000	17.2246
NC_060185.1	18700001	18800000	15.4426
NC_060185.1	18800001	18900000	13.5349
NC_060185.1	18900001	19000000	12.5365
NC_060185.1	19000001	19100000	12.7081
NC_060185.1	19100001	19200000	14.6614
NC_060185.1	19200001	19300000	12.8113
NC_060185.1	19300001	19400000	11.2827
NC_060185.1	19400001	19500000	10.2275
NC_060185.1	19500001	19600000	8.38339
NC_060185.1	19600001	19700000	11.7409
NC_060185.1	19700001	19800000	12.117
NC_060185.1	19800001	19900000	10.2366
NC_060185.1	19900001	20000000	10.9388
NC_060185.1	20000001	20100000	13.2789
NC_060185.1	20100001	20200000	14.6294
NC_060185.1	20200001	20300000	9.46316
NC_060185.1	20300001	20400000	14.9988
NC_060185.1	20400001	20500000	13.7833
NC_060185.1	20500001	20600000	14.2598
NC_060185.1	20600001	20700000	14.4649
NC_060185.1	20700001	20800000	15.3668
NC_060185.1	20800001	20900000	14.8867
NC_060185.1	20900001	21000000	12.7138
NC_060185.1	21000001	21100000	10.0955
NC_060185.1	21100001	21200000	12.8387
NC_060185.1	21200001	21300000	13.6425
NC_060185.1	21300001	21400000	12.2275
NC_060185.1	21400001	21500000	8.6703
NC_060185.1	21500001	21600000	10.9164
NC_060185.1	21600001	21700000	11.4941
NC_060185.1	21700001	21800000	12.5744
NC_060185.1	21800001	21900000	16.477
NC_060185.1	21900001	22000000	12.9552
NC_060185.1	22000001	22100000	10.1309
NC_060185.1	22100001	22200000	16.0728
NC_060185.1	22200001	22300000	12.2119
NC_060185.1	22300001	22400000	13.8109
NC_060185.1	22400001	22500000	10.9961
NC_060185.1	22500001	22600000	11.9894
NC_060185.1	22600001	22700000	6.20739
NC_060185.1	22700001	22800000	11.1512
NC_060185.1	22800001	22900000	9.37956
NC_060185.1	22900001	23000000	7.69975
NC_060185.1	23000001	23100000	13.6722
NC_060185.1	23100001	23200000	15.6505
NC_060185.1	23200001	23300000	9.30977
NC_060185.1	23300001	23400000	10.3704
NC_060185.1	23400001	23500000	11.9842
NC_060185.1	23500001	23600000	9.04549
NC_060185.1	23600001	23700000	12.7254
NC_060185.1	23700001	23800000	14.3312
NC_060185.1	23800001	23900000	11.7667
NC_060185.1	23900001	24000000	15.1603
NC_060185.1	24000001	24100000	11.3505
NC_060185.1	24100001	24200000	11.7527
NC_060185.1	24200001	24300000	12.592
NC_060185.1	24300001	24400000	11.9767
NC_060185.1	24400001	24500000	13.0907
NC_060185.1	24500001	24600000	13.4341
NC_060185.1	24600001	24700000	15.9712
NC_060185.1	24700001	24800000	8.6644
NC_060185.1	24800001	24900000	14.8042
NC_060185.1	24900001	25000000	14.1574
NC_060185.1	25000001	25100000	15.0418
NC_060185.1	25100001	25200000	14.6732
NC_060185.1	25200001	25300000	14.8625
NC_060185.1	25300001	25400000	10.6639
NC_060185.1	25400001	25500000	11.5548
NC_060185.1	25500001	25600000	12.1866
NC_060185.1	25600001	25700000	12.8286
NC_060185.1	25700001	25800000	10.9823
NC_060185.1	25800001	25900000	10.5185
NC_060185.1	25900001	26000000	63.1189
NC_060185.1	26000001	26100000	14.5161
NC_060185.1	26100001	26200000	16.2748
NC_060185.1	26200001	26300000	13.3869
NC_060185.1	26300001	26400000	14.2751
NC_060185.1	26400001	26500000	12.3865
NC_060185.1	26500001	26600000	13.9238
NC_060185.1	26600001	26700000	12.842
NC_060185.1	26700001	26800000	12.316
NC_060185.1	26800001	26900000	10.7713
NC_060185.1	26900001	27000000	12.7825
NC_060185.1	27000001	27100000	9.43388
NC_060185.1	27100001	27200000	13.9268
NC_060185.1	27200001	27300000	14.843
NC_060185.1	27300001	27400000	14.9878
NC_060185.1	27400001	27500000	15.0061
NC_060185.1	27500001	27600000	11.8634
NC_060185.1	27600001	27700000	16.1376
NC_060185.1	27700001	27800000	14.8739
NC_060185.1	27800001	27900000	14.2342
NC_060185.1	27900001	28000000	13.5314
NC_060185.1	28000001	28100000	13.6052
NC_060185.1	28100001	28200000	14.0397
NC_060185.1	28200001	28300000	13.6643
NC_060185.1	28300001	28400000	14.5187
NC_060185.1	28400001	28500000	14.2401
NC_060185.1	28500001	28600000	14.5577
NC_060185.1	28600001	28700000	15.4974
NC_060185.1	28700001	28800000	14.5609
NC_060185.1	28800001	28900000	14.5446
NC_060185.1	28900001	29000000	14.9996
NC_060185.1	29000001	29100000	15.7571
NC_060185.1	29100001	29200000	14.3661
NC_060185.1	29200001	29300000	15.784
NC_060185.1	29300001	29400000	16.4816
NC_060185.1	29400001	29500000	18.1613
NC_060185.1	29500001	29600000	15.1911
NC_060185.1	29600001	29700000	14.8804
NC_060185.1	29700001	29800000	15.0683
NC_060185.1	29800001	29900000	15.4204
NC_060185.1	29900001	30000000	14.5015
NC_060185.1	30000001	30100000	15.6572
NC_060185.1	30100001	30200000	10.833
NC_060185.1	30200001	30300000	2.36507
NC_060185.1	30300001	30400000	10.9278
NC_060185.1	30400001	30500000	8.14441
NC_060185.1	30500001	30600000	15.6274
NC_060185.1	30600001	30700000	14.9375
NC_060185.1	30700001	30800000	15.3644
NC_060185.1	30800001	30900000	13.283
NC_060185.1	30900001	31000000	13.9698
NC_060185.1	31000001	31100000	15.4894
NC_060185.1	31100001	31200000	14.4272
NC_060185.1	31200001	31300000	12.8026
NC_060185.1	31300001	31400000	14.645
NC_060185.1	31400001	31500000	15.7673
NC_060185.1	31500001	31600000	15.0029
NC_060185.1	31600001	31700000	14.3179
NC_060185.1	31700001	31800000	14.0441
NC_060185.1	31800001	31900000	14.2283
NC_060185.1	31900001	32000000	9.50988
NC_060185.1	32000001	32100000	12.8537
NC_060185.1	32100001	32200000	7.3152
NC_060185.1	32200001	32300000	11.4767
NC_060185.1	32300001	32400000	11.9234
NC_060185.1	32400001	32500000	13.844
NC_060185.1	32500001	32600000	12.6454
NC_060185.1	32600001	32700000	14.9647
NC_060185.1	32700001	32800000	16.0996
NC_060185.1	32800001	32900000	12.8849
NC_060185.1	32900001	33000000	15.4404
NC_060185.1	33000001	33100000	14.3862
NC_060185.1	33100001	33200000	15.4412
NC_060185.1	33200001	33300000	14.8919
NC_060185.1	33300001	33400000	11.995
NC_060185.1	33400001	33500000	15.1094
NC_060185.1	33500001	33600000	13.6927
NC_060185.1	33600001	33700000	15.9399
NC_060185.1	33700001	33800000	14.6248
NC_060185.1	33800001	33900000	15.1229
NC_060185.1	33900001	34000000	16.2084
NC_060185.1	34000001	34100000	14.8614
NC_060185.1	34100001	34200000	7.23958
NC_060185.1	34200001	34300000	12.5686
NC_060185.1	34300001	34400000	10.2671
NC_060185.1	34400001	34500000	8.91343
NC_060185.1	34500001	34600000	12.7914
NC_060185.1	34600001	34700000	15.9536
NC_060185.1	34700001	34800000	14.5694
NC_060185.1	34800001	34900000	13.6639
NC_060185.1	34900001	35000000	15.0356
NC_060185.1	35000001	35100000	13.9593
NC_060185.1	35100001	35200000	14.5229
NC_060185.1	35200001	35300000	15.231
NC_060185.1	35300001	35400000	14.9829
NC_060185.1	35400001	35500000	13.7579
NC_060185.1	35500001	35600000	12.3357
NC_060185.1	35600001	35700000	15.1456
NC_060185.1	35700001	35800000	15.2507
NC_060185.1	35800001	35900000	13.705
NC_060185.1	35900001	36000000	14.1203
NC_060185.1	36000001	36100000	13.6382
NC_060185.1	36100001	36200000	10.2569
NC_060185.1	36200001	36300000	12.2408
NC_060185.1	36300001	36400000	17.6368
NC_060185.1	36400001	36500000	12.8581
NC_060185.1	36500001	36600000	14.5707
NC_060185.1	36600001	36700000	11.8473
NC_060185.1	36700001	36800000	12.0622
NC_060185.1	36800001	36900000	14.9537
NC_060185.1	36900001	37000000	15.0826
NC_060185.1	37000001	37100000	15.3943
NC_060185.1	37100001	37200000	13.4092
NC_060185.1	37200001	37300000	14.5686
NC_060185.1	37300001	37400000	15.0518
NC_060185.1	37400001	37500000	11.8734
NC_060185.1	37500001	37600000	9.66516
NC_060185.1	37600001	37700000	14.1475
NC_060185.1	37700001	37800000	14.0473
NC_060185.1	37800001	37900000	13.9193
NC_060185.1	37900001	38000000	10.8989
NC_060185.1	38000001	38100000	13.4652
NC_060185.1	38100001	38200000	11.9297
NC_060185.1	38200001	38300000	14.3278
NC_060185.1	38300001	38400000	12.1101
NC_060185.1	38400001	38500000	13.9341
NC_060185.1	38500001	38600000	14.8869
NC_060185.1	38600001	38700000	13.889
NC_060185.1	38700001	38800000	14.1701
NC_060185.1	38800001	38900000	12.0127
NC_060185.1	38900001	39000000	10.9763
NC_060185.1	39000001	39100000	12.6821
NC_060185.1	39100001	39200000	13.2264
NC_060185.1	39200001	39300000	10.4013
NC_060185.1	39300001	39400000	12.9117
NC_060185.1	39400001	39500000	14.4607
NC_060185.1	39500001	39600000	15.7025
NC_060185.1	39600001	39700000	15.84
NC_060185.1	39700001	39800000	15.9009
NC_060185.1	39800001	39900000	15.2899
NC_060185.1	39900001	40000000	15.6971
NC_060185.1	40000001	40100000	13.3163
NC_060185.1	40100001	40200000	15.3538
NC_060185.1	40200001	40300000	14.2382
NC_060185.1	40300001	40400000	13.9545
NC_060185.1	40400001	40500000	12.4326
NC_060185.1	40500001	40600000	10.9433
NC_060185.1	40600001	40700000	13.328
NC_060185.1	40700001	40800000	13.365
NC_060185.1	40800001	40900000	13.126
NC_060185.1	40900001	41000000	15.8562
NC_060185.1	41000001	41100000	9.50539
NC_060185.1	41100001	41200000	10.4656
NC_060185.1	41200001	41300000	14.7862
NC_060185.1	41300001	41400000	15.6141
NC_060185.1	41400001	41500000	13.7892
NC_060185.1	41500001	41600000	11.0656
NC_060185.1	41600001	41700000	14.1989
NC_060185.1	41700001	41800000	13.8857
NC_060185.1	41800001	41900000	14.7126
NC_060185.1	41900001	42000000	14.1418
NC_060185.1	42000001	42100000	14.5294
NC_060185.1	42100001	42200000	14.3647
NC_060185.1	42200001	42300000	12.3565
NC_060185.1	42300001	42400000	14.3247
NC_060185.1	42400001	42500000	12.8937
NC_060185.1	42500001	42600000	13.5476
NC_060185.1	42600001	42700000	14.8499
NC_060185.1	42700001	42800000	13.7351
NC_060185.1	42800001	42900000	9.06766
NC_060185.1	42900001	43000000	14.9008
NC_060185.1	43000001	43100000	13.6178
NC_060185.1	43100001	43200000	14.6125
NC_060185.1	43200001	43300000	15.1195
NC_060185.1	43300001	43400000	15.4499
NC_060185.1	43400001	43500000	15.1203
NC_060185.1	43500001	43600000	12.4112
NC_060185.1	43600001	43700000	15.032
NC_060185.1	43700001	43800000	15.3397
NC_060185.1	43800001	43900000	15.383
NC_060185.1	43900001	44000000	15.2258
NC_060185.1	44000001	44100000	14.0674
NC_060185.1	44100001	44200000	15.2054
NC_060185.1	44200001	44300000	14.4302
NC_060185.1	44300001	44400000	14.8625
NC_060185.1	44400001	44500000	14.0532
NC_060185.1	44500001	44600000	14.9302
NC_060185.1	44600001	44700000	14.9732
NC_060185.1	44700001	44800000	13.7644
NC_060185.1	44800001	44900000	9.93248
NC_060185.1	44900001	45000000	9.59771
NC_060185.1	45000001	45100000	13.8347
NC_060185.1	45100001	45200000	14.1452
NC_060185.1	45200001	45300000	9.5238
NC_060185.1	45300001	45400000	13.9497
NC_060185.1	45400001	45500000	13.2581
NC_060185.1	45500001	45600000	14.6265
NC_060185.1	45600001	45700000	14.5257
NC_060185.1	45700001	45800000	14.9338
NC_060185.1	45800001	45900000	14.4469
NC_060185.1	45900001	46000000	15.2846
NC_060185.1	46000001	46100000	15.8186
NC_060185.1	46100001	46200000	15.1297
NC_060185.1	46200001	46300000	15.1723
NC_060185.1	46300001	46400000	12.8775
NC_060185.1	46400001	46500000	14.8249
NC_060185.1	46500001	46600000	14.5267
NC_060185.1	46600001	46700000	14.8476
NC_060185.1	46700001	46800000	19.8985
NC_060185.1	46800001	46900000	13.9478
NC_060185.1	46900001	47000000	14.2233
NC_060185.1	47000001	47100000	14.4147
NC_060185.1	47100001	47200000	15.1283
NC_060185.1	47200001	47300000	13.4916
NC_060185.1	47300001	47400000	14.6706
NC_060185.1	47400001	47500000	15.2348
NC_060185.1	47500001	47600000	16.0658
NC_060185.1	47600001	47700000	15.1927
NC_060185.1	47700001	47800000	15.6907
NC_060185.1	47800001	47900000	15.3268
NC_060185.1	47900001	48000000	15.0673
NC_060185.1	48000001	48100000	14.3371
NC_060185.1	48100001	48200000	15.3221
NC_060185.1	48200001	48300000	13.3418
NC_060185.1	48300001	48400000	14.5005
NC_060185.1	48400001	48500000	11.1477
NC_060185.1	48500001	48600000	10.3927
NC_060185.1	48600001	48700000	13.1877
NC_060185.1	48700001	48800000	14.4959
NC_060185.1	48800001	48900000	14.0181
NC_060185.1	48900001	49000000	11.4014
NC_060185.1	49000001	49100000	14.2581
NC_060185.1	49100001	49200000	14.6962
NC_060185.1	49200001	49300000	15.3856
NC_060185.1	49300001	49400000	15.8972
NC_060185.1	49400001	49500000	14.1496
NC_060185.1	49500001	49600000	14.7801
NC_060185.1	49600001	49700000	18.3528
NC_060185.1	49700001	49800000	13.2371
NC_060185.1	49800001	49900000	10.716
NC_060185.1	49900001	50000000	12.5219
NC_060185.1	50000001	50100000	13.8188
NC_060185.1	50100001	50200000	12.358
NC_060185.1	50200001	50300000	14.1054
NC_060185.1	50300001	50400000	13.4841
NC_060185.1	50400001	50500000	12.7668
NC_060185.1	50500001	50600000	14.3433
NC_060185.1	50600001	50700000	13.6066
NC_060185.1	50700001	50800000	15.2861
NC_060185.1	50800001	50900000	15.0471
NC_060185.1	50900001	51000000	15.6416
NC_060185.1	51000001	51100000	14.509
NC_060185.1	51100001	51200000	15.2963
NC_060185.1	51200001	51300000	15.3964
NC_060185.1	51300001	51400000	14.9494
NC_060185.1	51400001	51500000	14.4243
NC_060185.1	51500001	51600000	14.7565
NC_060185.1	51600001	51700000	15.6289
NC_060185.1	51700001	51800000	10.0624
NC_060185.1	51800001	51900000	12.3301
NC_060185.1	51900001	52000000	12.8993
NC_060185.1	52000001	52100000	12.6422
NC_060185.1	52100001	52200000	11.9774
NC_060185.1	52200001	52300000	13.9479
NC_060185.1	52300001	52400000	15.0448
NC_060185.1	52400001	52500000	13.8955
NC_060185.1	52500001	52600000	14.6107
NC_060185.1	52600001	52700000	14.8093
NC_060185.1	52700001	52800000	15.1642
NC_060185.1	52800001	52900000	14.9249
NC_060185.1	52900001	53000000	18.6585
NC_060185.1	53000001	53100000	36.9603
NC_060185.1	53100001	53200000	14.5836
NC_060185.1	53200001	53300000	14.9502
NC_060185.1	53300001	53400000	15.0701
NC_060185.1	53400001	53500000	15.2469
NC_060185.1	53500001	53600000	15.3101
NC_060185.1	53600001	53700000	15.4651
NC_060185.1	53700001	53800000	15.4328
NC_060185.1	53800001	53900000	13.9149
NC_060185.1	53900001	54000000	15.1231
NC_060185.1	54000001	54100000	14.7071
NC_060185.1	54100001	54200000	16.6772
NC_060185.1	54200001	54300000	15.7282
NC_060185.1	54300001	54400000	14.9693
NC_060185.1	54400001	54500000	14.3525
NC_060185.1	54500001	54600000	14.4614
NC_060185.1	54600001	54700000	14.6048
NC_060185.1	54700001	54800000	14.6943
NC_060185.1	54800001	54900000	15.9363
NC_060185.1	54900001	55000000	15.3328
NC_060185.1	55000001	55100000	15.7547
NC_060185.1	55100001	55200000	14.4962
NC_060185.1	55200001	55300000	14.863
NC_060185.1	55300001	55400000	15.3849
NC_060185.1	55400001	55500000	14.178
NC_060185.1	55500001	55600000	13.3955
NC_060185.1	55600001	55700000	11.2242
NC_060185.1	55700001	55800000	16.1807
NC_060185.1	55800001	55900000	14.8499
NC_060185.1	55900001	56000000	15.3688
NC_060185.1	56000001	56100000	15.0258
NC_060185.1	56100001	56200000	14.403
NC_060185.1	56200001	56300000	15.217
NC_060185.1	56300001	56400000	15.0232
NC_060185.1	56400001	56500000	15.0168
NC_060185.1	56500001	56600000	15.6581
NC_060185.1	56600001	56700000	14.8841
NC_060185.1	56700001	56800000	15.2596
NC_060185.1	56800001	56900000	15.3132
NC_060185.1	56900001	57000000	15.1931
NC_060185.1	57000001	57100000	14.7443
NC_060185.1	57100001	57200000	15.2173
NC_060185.1	57200001	57300000	14.2377
NC_060185.1	57300001	57400000	14.6801
NC_060185.1	57400001	57500000	15.7295
NC_060185.1	57500001	57600000	15.8445
NC_060185.1	57600001	57700000	15.2212
NC_060185.1	57700001	57800000	15.3615
NC_060185.1	57800001	57900000	15.2257
NC_060185.1	57900001	58000000	14.5129
NC_060185.1	58000001	58100000	15.4215
NC_060185.1	58100001	58200000	14.2285
NC_060185.1	58200001	58300000	15.4599
NC_060185.1	58300001	58400000	14.8835
NC_060185.1	58400001	58500000	16.2355
NC_060185.1	58500001	58600000	15.7249
NC_060185.1	58600001	58700000	14.3651
NC_060185.1	58700001	58800000	14.9588
NC_060185.1	58800001	58900000	14.9515
NC_060185.1	58900001	59000000	14.4968
NC_060185.1	59000001	59100000	14.4925
NC_060185.1	59100001	59200000	16.5561
NC_060185.1	59200001	59300000	17.2164
NC_060185.1	59300001	59400000	13.0938
NC_060185.1	59400001	59500000	10.081
NC_060185.1	59500001	59600000	10.1934
NC_060185.1	59600001	59700000	13.2767
NC_060185.1	59700001	59800000	14.7201
NC_060185.1	59800001	59900000	15.4657
NC_060185.1	59900001	60000000	14.3047
NC_060185.1	60000001	60100000	15.1007
NC_060185.1	60100001	60200000	15.2068
NC_060185.1	60200001	60300000	15.3965
NC_060185.1	60300001	60400000	13.1127
NC_060185.1	60400001	60500000	12.7009
NC_060185.1	60500001	60600000	14.7297
NC_060185.1	60600001	60700000	12.7591
NC_060185.1	60700001	60800000	14.322
NC_060185.1	60800001	60900000	11.4414
NC_060185.1	60900001	61000000	12.242
NC_060185.1	61000001	61100000	11.6797
NC_060185.1	61100001	61200000	13.8817
NC_060185.1	61200001	61300000	14.5384
NC_060185.1	61300001	61400000	13.6055
NC_060185.1	61400001	61500000	12.7204
NC_060185.1	61500001	61600000	11.7488
NC_060185.1	61600001	61700000	14.6173
NC_060185.1	61700001	61800000	15.2927
NC_060185.1	61800001	61900000	13.6879
NC_060185.1	61900001	62000000	14.0711
NC_060185.1	62000001	62100000	14.9282
NC_060185.1	62100001	62200000	15.1768
NC_060185.1	62200001	62300000	15.8793
NC_060185.1	62300001	62400000	14.4927
NC_060185.1	62400001	62500000	14.0344
NC_060185.1	62500001	62600000	13.6105
NC_060185.1	62600001	62700000	14.9544
NC_060185.1	62700001	62800000	13.7069
NC_060185.1	62800001	62900000	11.9824
NC_060185.1	62900001	63000000	11.8284
NC_060185.1	63000001	63100000	17.4787
NC_060185.1	63100001	63200000	11.9576
NC_060185.1	63200001	63300000	15.983
NC_060185.1	63300001	63400000	14.9272
NC_060185.1	63400001	63500000	14.0236
NC_060185.1	63500001	63600000	15.3526
NC_060185.1	63600001	63700000	14.3712
NC_060185.1	63700001	63800000	10.1039
NC_060185.1	63800001	63900000	13.2608
NC_060185.1	63900001	64000000	8.61082
NC_060185.1	64000001	64100000	10.7888
NC_060185.1	64100001	64200000	11.2796
NC_060185.1	64200001	64300000	12.4322
NC_060185.1	64300001	64400000	14.4371
NC_060185.1	64400001	64500000	13.8441
NC_060185.1	64500001	64600000	15.2817
NC_060185.1	64600001	64700000	15.7158
NC_060185.1	64700001	64800000	15.3633
NC_060185.1	64800001	64900000	15.2303
NC_060185.1	64900001	65000000	13.5155
NC_060185.1	65000001	65100000	5.01089
NC_060185.1	65100001	65200000	14.7817
NC_060185.1	65200001	65300000	15.61
NC_060185.1	65300001	65400000	15.3861
NC_060185.1	65400001	65500000	14.5963
NC_060185.1	65500001	65600000	14.7084
NC_060185.1	65600001	65700000	15.3284
NC_060185.1	65700001	65800000	12.5843
NC_060185.1	65800001	65900000	12.965
NC_060185.1	65900001	66000000	13.6168
NC_060185.1	66000001	66100000	13.2897
NC_060185.1	66100001	66200000	12.5462
NC_060185.1	66200001	66300000	12.6842
NC_060185.1	66300001	66400000	15.5661
NC_060185.1	66400001	66500000	14.7773
NC_060185.1	66500001	66600000	15.5629
NC_060185.1	66600001	66700000	14.4307
NC_060185.1	66700001	66800000	15.4308
NC_060185.1	66800001	66900000	15.5688
NC_060185.1	66900001	67000000	15.4954
NC_060185.1	67000001	67100000	15.8161
NC_060185.1	67100001	67200000	11.5398
NC_060185.1	67200001	67300000	11.9136
NC_060185.1	67300001	67400000	15.0288
NC_060185.1	67400001	67500000	14.6579
NC_060185.1	67500001	67600000	13.1718
NC_060185.1	67600001	67700000	12.9268
NC_060185.1	67700001	67800000	13.7651
NC_060185.1	67800001	67900000	12.9942
NC_060185.1	67900001	68000000	12.7765
NC_060185.1	68000001	68100000	12.694
NC_060185.1	68100001	68200000	13.3857
NC_060185.1	68200001	68300000	13.1335
NC_060185.1	68300001	68400000	12.0475
NC_060185.1	68400001	68500000	13.6231
NC_060185.1	68500001	68600000	13.3523
NC_060185.1	68600001	68700000	18.3654
NC_060185.1	68700001	68800000	28.4202
NC_060185.1	68800001	68900000	11.5598
NC_060185.1	68900001	69000000	13.3302
NC_060185.1	69000001	69100000	12.8447
NC_060185.1	69100001	69200000	13.78
NC_060185.1	69200001	69300000	14.3678
NC_060185.1	69300001	69400000	12.8105
NC_060185.1	69400001	69500000	14.1619
NC_060185.1	69500001	69600000	13.4833
NC_060185.1	69600001	69700000	13.2154
NC_060185.1	69700001	69800000	13.507
NC_060185.1	69800001	69900000	14.9517
NC_060185.1	69900001	70000000	14.359
NC_060185.1	70000001	70100000	15.891
NC_060185.1	70100001	70200000	15.5855
NC_060185.1	70200001	70300000	15.4308
NC_060185.1	70300001	70400000	14.7982
NC_060185.1	70400001	70500000	15.4863
NC_060185.1	70500001	70600000	15.1327
NC_060185.1	70600001	70700000	16.5261
NC_060185.1	70700001	70800000	16.0503
NC_060185.1	70800001	70900000	14.6819
NC_060185.1	70900001	71000000	14.5617
NC_060185.1	71000001	71100000	15.2089
NC_060185.1	71100001	71200000	12.3251
NC_060185.1	71200001	71300000	13.6359
NC_060185.1	71300001	71400000	12.9491
NC_060185.1	71400001	71500000	8.93642
NC_060185.1	71500001	71600000	13.8935
NC_060185.1	71600001	71700000	14.7087
NC_060185.1	71700001	71800000	14.3859
NC_060185.1	71800001	71900000	15.4566
NC_060185.1	71900001	72000000	15.7034
NC_060185.1	72000001	72100000	15.2288
NC_060185.1	72100001	72200000	15.7792
NC_060185.1	72200001	72300000	15.2999
NC_060185.1	72300001	72400000	13.735
NC_060185.1	72400001	72500000	12.0071
NC_060185.1	72500001	72600000	14.5343
NC_060185.1	72600001	72700000	14.3503
NC_060185.1	72700001	72800000	14.2477
NC_060185.1	72800001	72900000	14.1313
NC_060185.1	72900001	73000000	15.7502
NC_060185.1	73000001	73100000	13.2375
NC_060185.1	73100001	73200000	15.1383
NC_060185.1	73200001	73300000	14.6296
NC_060185.1	73300001	73400000	15.0605
NC_060185.1	73400001	73500000	15.0141
NC_060185.1	73500001	73600000	15.433
NC_060185.1	73600001	73700000	14.3683
NC_060185.1	73700001	73800000	13.8623
NC_060185.1	73800001	73900000	14.4185
NC_060185.1	73900001	74000000	14.5919
NC_060185.1	74000001	74100000	15.2253
NC_060185.1	74100001	74200000	15.4641
NC_060185.1	74200001	74300000	14.0856
NC_060185.1	74300001	74400000	14.821
NC_060185.1	74400001	74500000	14.2159
NC_060185.1	74500001	74600000	15.266
NC_060185.1	74600001	74700000	15.2502
NC_060185.1	74700001	74800000	15.1928
NC_060185.1	74800001	74900000	15.2512
NC_060185.1	74900001	75000000	13.2356
NC_060185.1	75000001	75100000	15.0117
NC_060185.1	75100001	75200000	13.084
NC_060185.1	75200001	75300000	14.8878
NC_060185.1	75300001	75400000	15.9409
NC_060185.1	75400001	75500000	14.1111
NC_060185.1	75500001	75600000	13.505
NC_060185.1	75600001	75700000	12.9723
NC_060185.1	75700001	75800000	15.5036
NC_060185.1	75800001	75900000	15.1595
NC_060185.1	75900001	76000000	14.489
NC_060185.1	76000001	76100000	14.9457
NC_060185.1	76100001	76200000	15.0374
NC_060185.1	76200001	76300000	15.9848
NC_060185.1	76300001	76400000	15.5721
NC_060185.1	76400001	76500000	14.7177
NC_060185.1	76500001	76600000	15.2362
NC_060185.1	76600001	76700000	14.835
NC_060185.1	76700001	76800000	15.0358
NC_060185.1	76800001	76900000	13.7709
NC_060185.1	76900001	77000000	14.3489
NC_060185.1	77000001	77100000	15.531
NC_060185.1	77100001	77200000	16.6728
NC_060185.1	77200001	77300000	14.7256
NC_060185.1	77300001	77400000	14.891
NC_060185.1	77400001	77500000	19.6569
NC_060185.1	77500001	77600000	15.7073
NC_060185.1	77600001	77700000	15.052
NC_060185.1	77700001	77800000	14.167
NC_060185.1	77800001	77900000	14.6886
NC_060185.1	77900001	78000000	15.7019
NC_060185.1	78000001	78100000	14.8175
NC_060185.1	78100001	78200000	16.2174
NC_060185.1	78200001	78300000	13.5556
NC_060185.1	78300001	78400000	14.0856
NC_060185.1	78400001	78500000	13.8634
NC_060185.1	78500001	78600000	19.1716
NC_060185.1	78600001	78700000	15.6248
NC_060185.1	78700001	78800000	16.1941
NC_060185.1	78800001	78900000	15.1652
NC_060185.1	78900001	79000000	13.5781
NC_060185.1	79000001	79100000	14.0791
